,Price,Open,High,Low,pos,neg,neu
2023-02-01,23723.0,23135.0,23802.0,22800.0,0.059782608695652176,0.20108695652173914,0.7391304347826086
2023-01-31,23135.0,22837.0,23286.0,22730.0,0.07373271889400922,0.12903225806451613,0.7972350230414746
2023-01-30,22837.0,23746.0,23784.0,22516.0,0.07462686567164178,0.1455223880597015,0.7798507462686567
2023-01-29,23746.0,23029.0,23962.0,23000.0,0.1956521739130435,0.043478260869565216,0.7608695652173914
2023-01-28,23029.0,23067.0,23181.0,22885.0,0.018518518518518517,0.14814814814814814,0.8333333333333334
2023-01-27,23067.0,23004.0,23475.0,22539.0,0.04032258064516129,0.16129032258064516,0.7983870967741935
2023-01-26,23004.0,23045.0,23273.0,22859.0,0.033816425120772944,0.0821256038647343,0.8840579710144928
2023-01-25,23045.0,22627.0,23812.0,22334.0,0.08196721311475409,0.1885245901639344,0.7295081967213115
2023-01-24,22627.0,22910.0,23154.0,22479.0,0.0851063829787234,0.10638297872340426,0.8085106382978723
2023-01-23,22910.0,22713.0,23169.0,22520.0,0.13793103448275862,0.22413793103448276,0.6379310344827587
2023-01-22,22713.0,22766.0,23071.0,22321.0,0.19607843137254902,0.0784313725490196,0.7254901960784313
2023-01-21,22766.0,22672.0,23312.0,22443.0,0.14150943396226415,0.04716981132075472,0.8113207547169812
2023-01-20,22672.0,21080.0,22742.0,20879.0,0.075,0.13333333333333333,0.7916666666666666
2023-01-19,21080.0,20678.0,21181.0,20670.0,0.03875968992248062,0.23255813953488372,0.7286821705426356
2023-01-18,20678.0,21136.0,21632.0,20435.0,0.10655737704918032,0.20491803278688525,0.6885245901639344
2023-01-17,21136.0,21196.0,21518.0,20905.0,0.1134020618556701,0.12371134020618557,0.7628865979381443
2023-01-16,21196.0,20882.0,21433.0,20651.0,0.1676300578034682,0.12716763005780346,0.7052023121387283
2023-01-15,20882.0,20963.0,21048.0,20583.0,0.29411764705882354,0.17647058823529413,0.5294117647058824
2023-01-14,20963.0,19933.0,21300.0,19897.0,0.17647058823529413,0.16176470588235295,0.6617647058823529
2023-01-13,19933.0,18857.0,19989.0,18725.0,0.12429378531073447,0.14689265536723164,0.7288135593220338
2023-01-12,18857.0,17946.0,19070.0,17920.0,0.14935064935064934,0.11688311688311688,0.7337662337662337
2023-01-11,17946.0,17445.0,17998.0,17319.0,0.11764705882352941,0.20588235294117646,0.6764705882352942
2023-01-10,17445.0,17188.0,17503.0,17155.0,0.18032786885245902,0.3114754098360656,0.5081967213114754
2023-01-09,17188.0,17139.0,17399.0,17123.0,0.20238095238095238,0.15476190476190477,0.6428571428571429
2023-01-08,17139.0,16958.0,17174.0,16930.0,0.03225806451612903,0.22580645161290322,0.7419354838709677
2023-01-07,16958.0,16967.0,16990.0,16925.0,0.14285714285714285,0.14285714285714285,0.7142857142857143
2023-01-06,16967.0,16842.0,17045.0,16705.0,0.02857142857142857,0.21428571428571427,0.7571428571428571
2023-01-05,16842.0,16868.0,16888.0,16778.0,0.17307692307692307,0.23076923076923078,0.5961538461538461
2023-01-04,16868.0,16689.0,16998.0,16671.0,0.07207207207207207,0.24324324324324326,0.6846846846846847
2023-01-03,16689.0,16690.0,16807.0,16625.0,0.020202020202020204,0.30303030303030304,0.6767676767676768
2023-01-02,16690.0,16643.0,16802.0,16584.0,0.05405405405405406,0.3063063063063063,0.6396396396396397
2023-01-01,16643.0,16564.0,16644.0,16517.0,0.03389830508474576,0.15254237288135594,0.8135593220338984
2022-12-31,16564.0,16618.0,16660.0,16515.0,0.02,0.26,0.72
2022-12-30,16618.0,16658.0,16659.0,16380.0,0.024390243902439025,0.2804878048780488,0.6951219512195121
2022-12-29,16658.0,16558.0,16675.0,16505.0,0.009708737864077669,0.22330097087378642,0.7669902912621359
2022-12-28,16558.0,16719.0,16796.0,16490.0,0.025,0.225,0.75
2022-12-27,16719.0,16946.0,16987.0,16631.0,0.06451612903225806,0.3870967741935484,0.5483870967741935
2022-12-26,16946.0,16847.0,16958.0,16814.0,0.07246376811594203,0.15942028985507245,0.7681159420289855
2022-12-25,16847.0,16864.0,16874.0,16760.0,0.0,0.14285714285714285,0.8571428571428571
2022-12-24,16864.0,16802.0,16880.0,16802.0,0.03225806451612903,0.2903225806451613,0.6774193548387096
2022-12-23,16802.0,16838.0,16942.0,16788.0,0.028985507246376812,0.14492753623188406,0.8260869565217391
2022-12-22,16838.0,16845.0,16873.0,16588.0,0.013888888888888888,0.2361111111111111,0.75
2022-12-21,16845.0,16925.0,16934.0,16755.0,0.05825242718446602,0.2621359223300971,0.6796116504854369
2022-12-20,16925.0,16448.0,17057.0,16413.0,0.10344827586206896,0.2413793103448276,0.6551724137931034
2022-12-19,16448.0,16757.0,16825.0,16320.0,0.05263157894736842,0.07894736842105263,0.868421052631579
2022-12-18,16757.0,16793.0,16851.0,16680.0,0.0,0.5,0.5
2022-12-17,16793.0,16642.0,16811.0,16609.0,0.0,0.6666666666666666,0.3333333333333333
2022-12-16,16642.0,17372.0,17543.0,16554.0,0.0,0.9230769230769231,0.07692307692307693
2022-12-15,17372.0,17810.0,17867.0,17311.0,0.36363636363636365,0.09090909090909091,0.5454545454545454
2022-12-14,17810.0,17785.0,18373.0,17688.0,0.1111111111111111,0.5,0.3888888888888889
2022-12-13,17785.0,17228.0,17981.0,17107.0,0.17647058823529413,0.11764705882352941,0.7058823529411765
2022-12-12,17228.0,17109.0,17258.0,16899.0,0.0,0.6,0.4
2022-12-11,17109.0,17132.0,17294.0,17095.0,0.0,0.0,1.0
2022-12-10,17132.0,17135.0,17232.0,17109.0,0.3333333333333333,0.6666666666666666,0.0
2022-12-09,17135.0,17246.0,17326.0,17090.0,0.0,0.1111111111111111,0.8888888888888888
2022-12-07,16844.0,17096.0,17137.0,16720.0,0.0,0.3333333333333333,0.6666666666666666
2022-12-06,17096.0,16974.0,17109.0,16917.0,0.0,0.6666666666666666,0.3333333333333333
2022-12-05,16974.0,17128.0,17420.0,16886.0,0.0,0.0,1.0
2022-12-03,16890.0,17091.0,17135.0,16870.0,0.07692307692307693,0.15384615384615385,0.7692307692307693
2022-12-02,17091.0,16980.0,17100.0,16808.0,0.125,0.125,0.75
2022-12-01,16980.0,17182.0,17270.0,16872.0,0.0,0.0,1.0
2022-11-30,17182.0,16452.0,17238.0,16446.0,0.009433962264150943,0.2169811320754717,0.7735849056603774
2022-11-29,16452.0,16215.0,16537.0,16102.0,0.036036036036036036,0.1981981981981982,0.7657657657657657
2022-11-28,16215.0,16432.0,16487.0,16014.0,0.0,0.3194444444444444,0.6805555555555556
2022-11-27,16432.0,16459.0,16600.0,16422.0,0.0,0.36,0.64
2022-11-26,16459.0,16519.0,16697.0,16390.0,0.0,0.2894736842105263,0.7105263157894737
2022-11-25,16519.0,16606.0,16617.0,16354.0,0.022988505747126436,0.2413793103448276,0.735632183908046
2022-11-24,16606.0,16619.0,16792.0,16468.0,0.047058823529411764,0.25882352941176473,0.6941176470588235
2022-11-23,16619.0,16215.0,16676.0,16168.0,0.02054794520547945,0.2671232876712329,0.7123287671232876
2022-11-22,16215.0,15766.0,16279.0,15616.0,0.027522935779816515,0.25688073394495414,0.7155963302752294
2022-11-21,15766.0,16281.0,16281.0,15501.0,0.015748031496062992,0.3779527559055118,0.6062992125984252
2022-11-20,16281.0,16695.0,16742.0,16185.0,0.03571428571428571,0.25,0.7142857142857143
2022-11-19,16695.0,16645.0,16811.0,16600.0,0.0,0.358974358974359,0.6410256410256411
2022-11-18,16634.0,16827.0,16837.0,16550.0,0.03529411764705882,0.16470588235294117,0.8
2022-11-17,16705.0,16676.0,16735.0,16413.0,0.010416666666666666,0.28125,0.7083333333333334
2022-11-16,16531.0,16886.0,17002.0,16384.0,0.007692307692307693,0.27692307692307694,0.7153846153846154
2022-11-15,16886.0,16627.0,17124.0,16554.0,0.10144927536231885,0.2608695652173913,0.6376811594202898
2022-11-14,16627.0,16345.0,17188.0,15829.0,0.04310344827586207,0.2672413793103448,0.6896551724137931
2022-11-13,16345.0,16812.0,16956.0,16257.0,0.044444444444444446,0.1111111111111111,0.8444444444444444
2022-11-12,16812.0,17045.0,17105.0,16637.0,0.0,0.3333333333333333,0.6666666666666666
2022-11-11,17045.0,17579.0,17665.0,16403.0,0.078125,0.359375,0.5625
2022-11-10,17579.0,15907.0,18155.0,15760.0,0.08333333333333333,0.28125,0.6354166666666666
2022-11-09,15907.0,18557.0,18597.0,15603.0,0.031746031746031744,0.24603174603174602,0.7222222222222222
2022-11-08,18557.0,20610.0,20692.0,16950.0,0.0425531914893617,0.3723404255319149,0.5851063829787234
2022-11-07,20610.0,20932.0,21083.0,20423.0,0.0,0.22950819672131148,0.7704918032786885
2022-11-06,20932.0,21313.0,21378.0,20913.0,0.02702702702702703,0.08108108108108109,0.8918918918918919
2022-11-05,21313.0,21168.0,21470.0,21105.0,0.10344827586206896,0.05172413793103448,0.8448275862068966
2022-11-04,21168.0,20223.0,21290.0,20206.0,0.09090909090909091,0.11363636363636363,0.7954545454545454
2022-11-03,20223.0,20168.0,20403.0,20073.0,0.0,0.2692307692307692,0.7307692307692307
2022-11-02,20168.0,20500.0,20816.0,20080.0,0.04918032786885246,0.2459016393442623,0.7049180327868853
2022-11-01,20500.0,20509.0,20689.0,20357.0,0.06521739130434782,0.15217391304347827,0.782608695652174
2022-10-31,20509.0,20647.0,20843.0,20268.0,0.0738255033557047,0.06040268456375839,0.8657718120805369
2022-10-30,20647.0,20833.0,20949.0,20535.0,0.09090909090909091,0.09090909090909091,0.8181818181818182
2022-10-29,20833.0,20611.0,21074.0,20576.0,0.046511627906976744,0.20930232558139536,0.7441860465116279
2022-10-28,20611.0,20303.0,20764.0,20055.0,0.10526315789473684,0.21052631578947367,0.6842105263157895
2022-10-27,20303.0,20788.0,20892.0,20226.0,0.05263157894736842,0.3684210526315789,0.5789473684210527
2022-10-26,20788.0,20104.0,21011.0,20077.0,0.1935483870967742,0.12903225806451613,0.6774193548387096
2022-10-25,20104.0,19340.0,20430.0,19254.0,0.17391304347826086,0.17391304347826086,0.6521739130434783
2022-10-24,19340.0,19585.0,19601.0,19175.0,0.02857142857142857,0.17142857142857143,0.8
2022-10-23,19585.0,19219.0,19707.0,19105.0,0.09090909090909091,0.09090909090909091,0.8181818181818182
2022-10-22,19219.0,19175.0,19272.0,19125.0,0.07692307692307693,0.3076923076923077,0.6153846153846154
2022-10-21,19175.0,19057.0,19260.0,18680.0,0.0,0.3076923076923077,0.6923076923076923
2022-10-20,19057.0,19132.0,19345.0,18940.0,0.038461538461538464,0.28846153846153844,0.6730769230769231
2022-10-19,19132.0,19334.0,19361.0,19098.0,0.027777777777777776,0.1388888888888889,0.8333333333333334
2022-10-18,19334.0,19554.0,19705.0,19106.0,0.027777777777777776,0.16666666666666666,0.8055555555555556
2022-10-17,19554.0,19266.0,19683.0,19168.0,0.038461538461538464,0.3076923076923077,0.6538461538461539
2022-10-16,19269.0,19072.0,19428.0,19068.0,0.07142857142857142,0.14285714285714285,0.7857142857142857
2022-10-15,19072.0,19187.0,19227.0,18993.0,0.0,0.3333333333333333,0.6666666666666666
2022-10-14,19187.0,19387.0,19946.0,19103.0,0.034482758620689655,0.29310344827586204,0.6724137931034483
2022-10-13,19387.0,19158.0,19503.0,18200.0,0.07407407407407407,0.2777777777777778,0.6481481481481481
2022-10-12,19158.0,19062.0,19232.0,19026.0,0.022222222222222223,0.17777777777777778,0.8
2022-10-11,19062.0,19128.0,19260.0,18870.0,0.0,0.23255813953488372,0.7674418604651163
2022-10-10,19128.0,19444.4,19527.0,19056.0,0.0,0.4090909090909091,0.5909090909090909
2022-10-09,19444.4,19418.0,19551.4,19326.0,0.125,0.25,0.625
2022-10-08,19418.0,19533.0,19621.4,19275.0,0.1111111111111111,0.4444444444444444,0.4444444444444444
2022-10-07,19533.0,19957.0,20053.0,19336.0,0.0,0.19230769230769232,0.8076923076923077
2022-10-06,19957.0,20156.0,20444.0,19866.0,0.061224489795918366,0.14285714285714285,0.7959183673469388
2022-10-05,20156.0,20340.0,20363.0,19756.8,0.06451612903225806,0.25806451612903225,0.6774193548387096
2022-10-04,20340.0,19638.0,20470.0,19510.0,0.05405405405405406,0.2972972972972973,0.6486486486486487
2022-10-03,19638.0,19066.0,19688.0,18985.0,0.0,0.17857142857142858,0.8214285714285714
2022-10-02,19066.0,19317.0,19396.0,18945.0,0.0,0.2727272727272727,0.7272727272727273
2022-10-01,19317.0,19430.0,19485.0,19172.0,0.0,0.13333333333333333,0.8666666666666667
2022-09-30,19430.0,19588.0,20171.0,19201.0,0.08695652173913043,0.15217391304347827,0.7608695652173914
2022-09-29,19588.0,19419.0,19651.3,18863.0,0.0,0.25,0.75
2022-09-28,19419.0,19096.6,19783.0,18495.0,0.03125,0.3125,0.65625
2022-09-27,19096.6,19229.5,20373.0,18856.0,0.0,0.28125,0.71875
2022-09-26,19229.5,18817.0,19326.0,18699.0,0.0,0.23255813953488372,0.7674418604651163
2022-09-25,18817.0,18935.0,19179.0,18647.0,0.0,0.75,0.25
2022-09-24,18935.0,19298.8,19314.0,18822.0,0.05263157894736842,0.3157894736842105,0.631578947368421
2022-09-23,19298.8,19413.0,19512.0,18562.0,0.0,0.3333333333333333,0.6666666666666666
2022-09-22,19413.0,18476.5,19502.0,18378.8,0.08823529411764706,0.11764705882352941,0.7941176470588235
2022-09-21,18476.5,18886.6,19888.0,18214.0,0.022222222222222223,0.2,0.7777777777777778
2022-09-20,18886.6,19544.5,19634.0,18769.0,0.1111111111111111,0.05555555555555555,0.8333333333333334
2022-09-19,19544.5,19424.0,19684.0,18318.0,0.0,0.4358974358974359,0.5641025641025641
2022-09-18,19424.0,20127.0,20127.0,19356.0,0.0,0.25,0.75
2022-09-17,20127.0,19809.9,20206.0,19770.0,0.0,0.3333333333333333,0.6666666666666666
2022-09-16,19809.9,19717.0,19894.0,19350.0,0.0,0.1875,0.8125
2022-09-15,19717.0,20231.0,20329.0,19556.0,0.0,0.15,0.85
2022-09-14,20231.0,20181.0,20511.0,19642.0,0.05714285714285714,0.4,0.5428571428571428
2022-09-13,20181.0,22395.0,22746.0,19950.0,0.02,0.16,0.82
2022-09-12,22395.0,21850.0,22473.0,21561.0,0.14583333333333334,0.16666666666666666,0.6875
2022-09-11,21826.0,21657.0,21826.0,21369.0,0.0,0.06896551724137931,0.9310344827586207
2022-09-10,21648.0,21375.0,21802.0,21143.8,0.1111111111111111,0.2777777777777778,0.6111111111111112
2022-09-09,21375.0,19322.0,21576.0,19304.4,0.19047619047619047,0.047619047619047616,0.7619047619047619
2022-09-08,19322.0,19280.0,19447.0,19048.0,0.13513513513513514,0.10810810810810811,0.7567567567567568
2022-09-07,19279.5,18790.0,19457.0,18561.0,0.04081632653061224,0.20408163265306123,0.7551020408163265
2022-09-06,18790.0,19789.0,20183.0,18691.8,0.018867924528301886,0.2641509433962264,0.7169811320754716
2022-09-05,19788.0,20002.0,20045.0,19646.0,0.06666666666666667,0.26666666666666666,0.6666666666666666
2022-09-04,20002.0,19835.0,20020.0,19590.0,0.0,0.45454545454545453,0.5454545454545454
2022-09-03,19835.0,19973.0,20061.9,19667.0,0.058823529411764705,0.4117647058823529,0.5294117647058824
2022-09-02,19973.0,20134.0,20441.0,19770.0,0.05555555555555555,0.3888888888888889,0.5555555555555556
2022-09-01,20134.0,20058.0,20212.0,19587.0,0.0,0.45454545454545453,0.5454545454545454
2022-08-31,20058.0,19812.0,20483.0,19812.0,0.0,0.4166666666666667,0.5833333333333334
2022-08-30,19812.0,20308.0,20574.0,19574.0,0.07692307692307693,0.2692307692307692,0.6538461538461539
2022-08-29,20308.0,19572.0,20412.0,19566.3,0.0,0.3333333333333333,0.6666666666666666
2022-08-28,19557.8,20044.0,20163.0,19540.0,0.0,0.05555555555555555,0.9444444444444444
2022-08-27,20036.0,20257.9,20362.0,19852.0,0.0,0.6153846153846154,0.38461538461538464
2022-08-26,20257.9,21563.1,21866.0,20134.0,0.0,0.34782608695652173,0.6521739130434783
2022-08-25,21563.1,21365.6,21809.0,21320.0,0.3,0.2,0.5
2022-08-24,21365.6,21527.0,21861.0,21160.0,0.03636363636363636,0.10909090909090909,0.8545454545454545
2022-08-23,21527.0,21395.0,21671.0,20909.0,0.0,0.4583333333333333,0.5416666666666666
2022-08-22,21395.0,21511.7,21527.0,20910.0,0.05263157894736842,0.15789473684210525,0.7894736842105263
2022-08-21,21510.0,21141.0,21772.9,21076.6,0.0,0.25,0.75
2022-08-20,21141.0,20835.0,21366.0,20769.0,0.0,0.6363636363636364,0.36363636363636365
