,Price,Open,High,Low,pos,neg,neu
2022-08-19,20839.0,23196.7,23204.0,20793.0,0.08333333333333333,0.4722222222222222,0.4444444444444444
2022-08-18,23196.7,23335.0,23599.0,23124.0,0.038461538461538464,0.15384615384615385,0.8076923076923077
2022-08-17,23335.0,23856.0,24433.0,23180.0,0.023255813953488372,0.4186046511627907,0.5581395348837209
2022-08-16,23856.0,24094.0,24234.1,23686.0,0.05128205128205128,0.3333333333333333,0.6153846153846154
2022-08-15,24094.0,24300.0,25203.0,23776.0,0.10714285714285714,0.42857142857142855,0.4642857142857143
2022-08-14,24300.0,24425.0,25003.0,24151.0,0.07692307692307693,0.38461538461538464,0.5384615384615384
2022-08-13,24425.0,24395.2,24880.0,24307.0,0.42857142857142855,0.14285714285714285,0.42857142857142855
2022-08-12,24395.2,23931.5,24441.0,23603.0,0.03125,0.0625,0.90625
2022-08-11,23931.5,23954.2,24877.0,23861.0,0.02631578947368421,0.05263157894736842,0.9210526315789473
2022-08-10,23954.2,23142.0,24215.0,22665.0,0.06666666666666667,0.2,0.7333333333333333
2022-08-09,23141.0,23817.0,23912.0,22888.0,0.03225806451612903,0.3225806451612903,0.6451612903225806
2022-08-08,23817.0,23177.9,24224.0,23164.0,0.25,0.25,0.5
2022-08-07,23177.9,22924.0,23397.0,22837.0,0.1,0.0,0.9
2022-08-06,22924.0,23311.0,23341.3,22903.0,0.0,0.4,0.6
2022-08-05,23311.0,22611.7,23462.0,22596.0,0.08571428571428572,0.3142857142857143,0.6
2022-08-04,22611.7,22813.9,23210.1,22390.0,0.05,0.25,0.7
2022-08-03,22813.9,22986.0,23626.6,22684.0,0.075,0.125,0.8
2022-08-02,22984.0,23259.0,23438.9,22676.0,0.019230769230769232,0.21153846153846154,0.7692307692307693
2022-08-01,23259.0,23294.0,23499.0,22882.0,0.0,0.1206896551724138,0.8793103448275862
2022-07-31,23294.0,23639.0,24211.0,23233.0,0.0,0.06666666666666667,0.9333333333333333
2022-07-30,23639.0,23764.0,24641.0,23520.0,0.2,0.0,0.8
2022-07-29,23764.0,23851.6,24426.0,23456.0,0.10714285714285714,0.25,0.6428571428571429
2022-07-28,23851.6,22951.0,24172.0,22601.0,0.125,0.125,0.75
2022-07-27,22951.0,21271.0,23098.0,21056.0,0.09090909090909091,0.18181818181818182,0.7272727272727273
2022-07-26,21271.0,21302.6,21329.0,20738.0,0.0,0.358974358974359,0.6410256410256411
2022-07-25,21302.6,22579.2,22663.3,21262.0,0.1076923076923077,0.2,0.6923076923076923
2022-07-24,22579.2,22446.0,23001.0,22262.0,0.09090909090909091,0.09090909090909091,0.8181818181818182
2022-07-23,22446.0,22675.9,22993.0,21949.0,0.14285714285714285,0.0,0.8571428571428571
2022-07-22,22675.9,23151.8,23729.0,22517.0,0.030303030303030304,0.030303030303030304,0.9393939393939394
2022-07-21,23151.8,23209.0,23409.0,22350.0,0.011764705882352941,0.15294117647058825,0.8352941176470589
2022-07-20,23209.0,23398.0,24276.0,22915.0,0.05714285714285714,0.14285714285714285,0.8
2022-07-19,23398.0,22476.0,23783.0,21599.0,0.05555555555555555,0.08333333333333333,0.8611111111111112
2022-07-18,22476.0,20781.0,22749.0,20763.0,0.34210526315789475,0.05263157894736842,0.6052631578947368
2022-07-17,20781.0,21224.0,21666.0,20751.0,0.034482758620689655,0.13793103448275862,0.8275862068965517
2022-07-16,21224.0,20820.0,21590.0,20477.0,0.0,0.28205128205128205,0.717948717948718
2022-07-15,20816.0,20582.0,21190.0,20375.7,0.10638297872340426,0.2978723404255319,0.5957446808510638
2022-07-14,20578.0,20246.0,20880.0,19647.0,0.0,0.10526315789473684,0.8947368421052632
2022-07-13,20246.0,19310.5,20282.7,18926.8,0.009174311926605505,0.07339449541284404,0.9174311926605505
2022-07-12,19310.5,19945.0,20038.2,19243.9,0.0,0.4473684210526316,0.5526315789473685
2022-07-11,19945.0,20854.6,20865.2,19876.0,0.0,0.4594594594594595,0.5405405405405406
2022-07-10,20854.6,21575.8,21590.1,20678.0,0.0,0.08333333333333333,0.9166666666666666
2022-07-09,21575.8,21600.0,21967.0,21335.5,0.14285714285714285,0.14285714285714285,0.7142857142857143
2022-07-08,21600.0,21620.0,22405.0,21198.0,0.14705882352941177,0.2647058823529412,0.5882352941176471
2022-07-07,21620.0,20557.1,21809.0,20253.0,0.07407407407407407,0.4074074074074074,0.5185185185185185
2022-07-06,20557.1,20169.0,20665.6,19765.2,0.07142857142857142,0.21428571428571427,0.7142857142857143
2022-07-05,20169.0,20224.0,20723.0,19290.0,0.09090909090909091,0.25,0.6590909090909091
2022-07-04,20224.0,19308.8,20318.0,19056.6,0.022222222222222223,0.1111111111111111,0.8666666666666667
2022-07-03,19308.8,19230.0,19638.0,18774.0,0.0,0.2222222222222222,0.7777777777777778
2022-07-02,19230.0,19286.0,19442.0,18994.0,0.0,0.3333333333333333,0.6666666666666666
2022-07-01,19286.0,19938.0,20795.0,18993.0,0.03076923076923077,0.2153846153846154,0.7538461538461538
2022-06-30,19938.0,20106.6,20146.1,18643.0,0.0,0.29411764705882354,0.7058823529411765
2022-06-29,20106.6,20270.6,20428.0,19886.0,0.0,0.2641509433962264,0.7358490566037735
2022-06-28,20267.0,20718.0,21200.0,20204.0,0.0,0.17647058823529413,0.8235294117647058
2022-06-27,20718.0,21067.0,21509.4,20551.0,0.0,0.47058823529411764,0.5294117647058824
2022-06-26,21067.0,21485.0,21871.3,21000.0,0.04,0.18,0.78
2022-06-25,21485.0,21229.0,21575.0,20899.4,0.1111111111111111,0.3333333333333333,0.5555555555555556
2022-06-24,21229.0,21071.0,21526.0,20704.0,0.0,0.2564102564102564,0.7435897435897436
2022-06-23,21071.0,19943.0,21163.0,19866.0,0.0,0.15625,0.84375
2022-06-22,19943.0,20692.9,20848.0,19739.0,0.0,0.26,0.74
2022-06-21,20692.9,20549.1,21670.0,20341.0,0.045454545454545456,0.18181818181818182,0.7727272727272727
2022-06-20,20554.1,20556.0,20984.0,19628.0,0.044444444444444446,0.37777777777777777,0.5777777777777777
2022-06-19,20556.0,18978.0,20744.0,17950.0,0.027777777777777776,0.4444444444444444,0.5277777777777778
2022-06-18,18978.0,20411.0,20688.0,17611.0,0.0,0.6153846153846154,0.38461538461538464
2022-06-17,20411.0,20394.0,21347.0,20254.0,0.0,0.14285714285714285,0.8571428571428571
2022-06-16,20394.0,22594.0,22996.0,20253.0,0.11764705882352941,0.38235294117647056,0.5
2022-06-15,22594.0,22172.0,22805.0,20089.0,0.02702702702702703,0.4594594594594595,0.5135135135135135
2022-06-14,22172.0,22500.0,23326.0,20873.0,0.013157894736842105,0.4342105263157895,0.5526315789473685
2022-06-13,22487.0,26670.0,26922.3,22017.0,0.0,0.6851851851851852,0.3148148148148148
2022-06-12,26670.0,28425.0,28558.3,26640.0,0.0,0.07692307692307693,0.9230769230769231
2022-06-11,28425.0,29103.0,29452.0,28138.0,0.0,0.22727272727272727,0.7727272727272727
2022-06-10,29103.0,30112.2,30367.0,28864.1,0.029411764705882353,0.20588235294117646,0.7647058823529411
2022-06-09,30112.2,30226.0,30711.8,29957.0,0.0,0.10344827586206896,0.896551724137931
2022-06-08,30230.0,31149.0,31331.0,29887.0,0.0,0.07692307692307693,0.9230769230769231
2022-06-07,31149.0,31371.0,31577.0,29231.0,0.05,0.35,0.6
2022-06-06,31371.0,29923.4,31764.0,29907.0,0.21428571428571427,0.17857142857142858,0.6071428571428571
2022-06-05,29923.4,29877.0,30196.0,29541.0,0.0,0.3333333333333333,0.6666666666666666
2022-06-04,29877.0,29730.0,29981.0,29506.0,0.16666666666666666,0.3333333333333333,0.5
2022-06-03,29730.0,30478.0,30707.0,29346.0,0.0,0.07692307692307693,0.9230769230769231
2022-06-02,30478.0,29832.0,30712.0,29620.0,0.0,0.6086956521739131,0.391304347826087
2022-06-01,29832.0,31792.0,31974.0,29354.0,0.07142857142857142,0.2857142857142857,0.6428571428571429
2022-05-31,31792.0,31726.3,32390.8,31220.0,0.12,0.36,0.52
2022-05-30,31726.3,29476.0,32191.0,29310.6,0.06666666666666667,0.26666666666666666,0.6666666666666666
2022-05-29,29476.0,29037.0,29586.0,28851.0,0.25,0.375,0.375
2022-05-28,29037.0,28609.0,29259.0,28528.3,0.0,0.75,0.25
2022-05-27,28609.0,29213.0,29377.8,28267.1,0.07142857142857142,0.35714285714285715,0.5714285714285714
2022-05-26,29213.0,29524.0,29859.2,28005.0,0.0,0.25925925925925924,0.7407407407407407
2022-05-25,29524.0,29647.0,30218.0,29345.0,0.05263157894736842,0.13157894736842105,0.8157894736842105
2022-05-24,29647.0,29091.0,29822.0,28690.0,0.0,0.2619047619047619,0.7380952380952381
2022-05-23,29091.0,30283.0,30666.0,28868.0,0.07142857142857142,0.35714285714285715,0.5714285714285714
2022-05-22,30283.0,29439.0,30466.0,29253.0,0.1,0.1,0.8
2022-05-21,29439.0,29202.0,29652.0,28963.0,0.08333333333333333,0.08333333333333333,0.8333333333333334
2022-05-20,29202.0,30329.0,30764.0,28713.0,0.0,0.2,0.8
